Year,suicidal thoughts,State,Search_Term,suicide hotline,self harm,mental health crisis,suicide prevention,crisis hotline,psychiatric hospital,depression help
2020,,Colorado,depression help,,,,,,,67.83333333333333
2021,,Colorado,depression help,,,,,,,69.66666666666667
2022,,Colorado,depression help,,,,,,,75.66666666666667
2023,,Colorado,depression help,,,,,,,68.75
2013,63.666666666666664,Connecticut,suicidal thoughts,,,,,,,
2014,34.583333333333336,Connecticut,suicidal thoughts,,,,,,,
2015,41.75,Connecticut,suicidal thoughts,,,,,,,
2016,49.416666666666664,Connecticut,suicidal thoughts,,,,,,,
2017,40.583333333333336,Connecticut,suicidal thoughts,,,,,,,
2018,50.416666666666664,Connecticut,suicidal thoughts,,,,,,,
2019,50.916666666666664,Connecticut,suicidal thoughts,,,,,,,
2020,43.916666666666664,Connecticut,suicidal thoughts,,,,,,,
2021,33.5,Connecticut,suicidal thoughts,,,,,,,
2022,34.916666666666664,Connecticut,suicidal thoughts,,,,,,,
2023,31.333333333333332,Connecticut,suicidal thoughts,,,,,,,
2013,,Connecticut,suicide hotline,16.666666666666668,,,,,,
2014,,Connecticut,suicide hotline,19.25,,,,,,
2015,,Connecticut,suicide hotline,26.666666666666668,,,,,,
2016,,Connecticut,suicide hotline,31.0,,,,,,
2017,,Connecticut,suicide hotline,57.0,,,,,,
2018,,Connecticut,suicide hotline,62.5,,,,,,
2019,,Connecticut,suicide hotline,48.25,,,,,,
2020,,Connecticut,suicide hotline,50.333333333333336,,,,,,
2021,,Connecticut,suicide hotline,48.25,,,,,,
2022,,Connecticut,suicide hotline,58.5,,,,,,
2023,,Connecticut,suicide hotline,54.25,,,,,,
2013,,Connecticut,self harm,,64.66666666666667,,,,,
2014,,Connecticut,self harm,,53.583333333333336,,,,,
2015,,Connecticut,self harm,,46.0,,,,,
2016,,Connecticut,self harm,,38.166666666666664,,,,,
2017,,Connecticut,self harm,,37.166666666666664,,,,,
2018,,Connecticut,self harm,,29.166666666666668,,,,,
2019,,Connecticut,self harm,,26.666666666666668,,,,,
2020,,Connecticut,self harm,,32.0,,,,,
2021,,Connecticut,self harm,,37.916666666666664,,,,,
2022,,Connecticut,self harm,,36.416666666666664,,,,,
2023,,Connecticut,self harm,,40.333333333333336,,,,,
2013,,Connecticut,mental health crisis,,,0.0,,,,
2014,,Connecticut,mental health crisis,,,0.0,,,,
2015,,Connecticut,mental health crisis,,,0.0,,,,
2016,,Connecticut,mental health crisis,,,0.0,,,,
2017,,Connecticut,mental health crisis,,,0.0,,,,
2018,,Connecticut,mental health crisis,,,0.0,,,,
2019,,Connecticut,mental health crisis,,,12.583333333333334,,,,
2020,,Connecticut,mental health crisis,,,0.0,,,,
2021,,Connecticut,mental health crisis,,,13.416666666666666,,,,
2022,,Connecticut,mental health crisis,,,45.5,,,,
2023,,Connecticut,mental health crisis,,,48.833333333333336,,,,
2013,,Connecticut,suicide prevention,,,,22.083333333333332,,,
2014,,Connecticut,suicide prevention,,,,22.416666666666668,,,
2015,,Connecticut,suicide prevention,,,,30.416666666666668,,,
2016,,Connecticut,suicide prevention,,,,25.833333333333332,,,
2017,,Connecticut,suicide prevention,,,,31.0,,,
2018,,Connecticut,suicide prevention,,,,38.5,,,
2019,,Connecticut,suicide prevention,,,,34.25,,,
2020,,Connecticut,suicide prevention,,,,32.25,,,
2021,,Connecticut,suicide prevention,,,,28.666666666666668,,,
2022,,Connecticut,suicide prevention,,,,37.25,,,
2023,,Connecticut,suicide prevention,,,,34.0,,,
2013,,Connecticut,crisis hotline,,,,,0.0,,
2014,,Connecticut,crisis hotline,,,,,8.333333333333334,,
2015,,Connecticut,crisis hotline,,,,,0.0,,
2016,,Connecticut,crisis hotline,,,,,0.0,,
2017,,Connecticut,crisis hotline,,,,,9.0,,
2018,,Connecticut,crisis hotline,,,,,5.583333333333333,,
2019,,Connecticut,crisis hotline,,,,,2.4166666666666665,,
2020,,Connecticut,crisis hotline,,,,,8.833333333333334,,
2021,,Connecticut,crisis hotline,,,,,0.0,,
2022,,Connecticut,crisis hotline,,,,,6.916666666666667,,
2023,,Connecticut,crisis hotline,,,,,2.4166666666666665,,
2013,,Connecticut,psychiatric hospital,,,,,,70.0,
2014,,Connecticut,psychiatric hospital,,,,,,61.916666666666664,
2015,,Connecticut,psychiatric hospital,,,,,,58.75,
2016,,Connecticut,psychiatric hospital,,,,,,65.58333333333333,
2017,,Connecticut,psychiatric hospital,,,,,,60.416666666666664,
2018,,Connecticut,psychiatric hospital,,,,,,70.16666666666667,
2019,,Connecticut,psychiatric hospital,,,,,,68.25,
2020,,Connecticut,psychiatric hospital,,,,,,61.916666666666664,
2021,,Connecticut,psychiatric hospital,,,,,,67.41666666666667,
2022,,Connecticut,psychiatric hospital,,,,,,62.416666666666664,
2023,,Connecticut,psychiatric hospital,,,,,,67.83333333333333,
2013,,Connecticut,depression help,,,,,,,46.5
2014,,Connecticut,depression help,,,,,,,54.25
2015,,Connecticut,depression help,,,,,,,48.916666666666664
2016,,Connecticut,depression help,,,,,,,49.5
2017,,Connecticut,depression help,,,,,,,57.666666666666664
2018,,Connecticut,depression help,,,,,,,63.0
2019,,Connecticut,depression help,,,,,,,59.916666666666664
2020,,Connecticut,depression help,,,,,,,59.916666666666664
2021,,Connecticut,depression help,,,,,,,64.25
2022,,Connecticut,depression help,,,,,,,61.833333333333336
2023,,Connecticut,depression help,,,,,,,64.16666666666667
2013,0.0,Delaware,suicidal thoughts,,,,,,,
2014,0.0,Delaware,suicidal thoughts,,,,,,,
2015,0.0,Delaware,suicidal thoughts,,,,,,,
2016,0.0,Delaware,suicidal thoughts,,,,,,,
2017,8.333333333333334,Delaware,suicidal thoughts,,,,,,,
2018,6.916666666666667,Delaware,suicidal thoughts,,,,,,,
2019,0.0,Delaware,suicidal thoughts,,,,,,,
2020,0.0,Delaware,suicidal thoughts,,,,,,,
2021,0.0,Delaware,suicidal thoughts,,,,,,,
2022,5.25,Delaware,suicidal thoughts,,,,,,,
2023,0.0,Delaware,suicidal thoughts,,,,,,,
2013,,Delaware,suicide hotline,0.0,,,,,,
2014,,Delaware,suicide hotline,0.0,,,,,,
2015,,Delaware,suicide hotline,8.333333333333334,,,,,,
2016,,Delaware,suicide hotline,5.416666666666667,,,,,,
2017,,Delaware,suicide hotline,18.916666666666668,,,,,,
2018,,Delaware,suicide hotline,19.166666666666668,,,,,,
2019,,Delaware,suicide hotline,3.5,,,,,,
2020,,Delaware,suicide hotline,18.5,,,,,,
2021,,Delaware,suicide hotline,15.416666666666666,,,,,,
2022,,Delaware,suicide hotline,25.666666666666668,,,,,,
2023,,Delaware,suicide hotline,17.666666666666668,,,,,,
2013,,Delaware,self harm,,18.416666666666668,,,,,
2014,,Delaware,self harm,,12.833333333333334,,,,,
2015,,Delaware,self harm,,8.333333333333334,,,,,
2016,,Delaware,self harm,,3.9166666666666665,,,,,
2017,,Delaware,self harm,,4.083333333333333,,,,,
2018,,Delaware,self harm,,3.8333333333333335,,,,,
2019,,Delaware,self harm,,3.5833333333333335,,,,,
2020,,Delaware,self harm,,8.666666666666666,,,,,
2021,,Delaware,self harm,,4.833333333333333,,,,,
2022,,Delaware,self harm,,9.0,,,,,
2023,,Delaware,self harm,,13.333333333333334,,,,,
2013,,Delaware,mental health crisis,,,0.0,,,,
2014,,Delaware,mental health crisis,,,0.0,,,,
2015,,Delaware,mental health crisis,,,0.0,,,,
2016,,Delaware,mental health crisis,,,0.0,,,,
2017,,Delaware,mental health crisis,,,0.0,,,,
2018,,Delaware,mental health crisis,,,0.0,,,,
2019,,Delaware,mental health crisis,,,0.0,,,,
2020,,Delaware,mental health crisis,,,6.666666666666667,,,,
2021,,Delaware,mental health crisis,,,0.0,,,,
2022,,Delaware,mental health crisis,,,0.0,,,,
2023,,Delaware,mental health crisis,,,8.333333333333334,,,,
2013,,Delaware,suicide prevention,,,,8.333333333333334,,,
2014,,Delaware,suicide prevention,,,,6.333333333333333,,,
2015,,Delaware,suicide prevention,,,,0.0,,,
2016,,Delaware,suicide prevention,,,,4.75,,,
2017,,Delaware,suicide prevention,,,,16.333333333333332,,,
2018,,Delaware,suicide prevention,,,,17.0,,,
2019,,Delaware,suicide prevention,,,,8.75,,,
2020,,Delaware,suicide prevention,,,,5.333333333333333,,,
2021,,Delaware,suicide prevention,,,,10.75,,,
2022,,Delaware,suicide prevention,,,,14.916666666666666,,,
2023,,Delaware,suicide prevention,,,,14.75,,,
2013,,Delaware,crisis hotline,,,,,0.0,,
2014,,Delaware,crisis hotline,,,,,0.0,,
2015,,Delaware,crisis hotline,,,,,0.0,,
2016,,Delaware,crisis hotline,,,,,0.0,,
2017,,Delaware,crisis hotline,,,,,0.0,,
2018,,Delaware,crisis hotline,,,,,0.0,,
2019,,Delaware,crisis hotline,,,,,0.0,,
2020,,Delaware,crisis hotline,,,,,0.0,,
2021,,Delaware,crisis hotline,,,,,0.0,,
2022,,Delaware,crisis hotline,,,,,8.333333333333334,,
2023,,Delaware,crisis hotline,,,,,0.0,,
2013,,Delaware,psychiatric hospital,,,,,,0.0,
2014,,Delaware,psychiatric hospital,,,,,,0.0,
2015,,Delaware,psychiatric hospital,,,,,,8.333333333333334,
2016,,Delaware,psychiatric hospital,,,,,,10.916666666666666,
2017,,Delaware,psychiatric hospital,,,,,,9.666666666666666,
2018,,Delaware,psychiatric hospital,,,,,,5.5,
2019,,Delaware,psychiatric hospital,,,,,,14.416666666666666,
2020,,Delaware,psychiatric hospital,,,,,,3.6666666666666665,
2021,,Delaware,psychiatric hospital,,,,,,9.666666666666666,
2022,,Delaware,psychiatric hospital,,,,,,3.4166666666666665,
2023,,Delaware,psychiatric hospital,,,,,,7.75,
2013,,Delaware,depression help,,,,,,,7.416666666666667
2014,,Delaware,depression help,,,,,,,0.0
2015,,Delaware,depression help,,,,,,,8.333333333333334
2016,,Delaware,depression help,,,,,,,12.916666666666666
2017,,Delaware,depression help,,,,,,,16.666666666666668
2018,,Delaware,depression help,,,,,,,12.25
2019,,Delaware,depression help,,,,,,,29.833333333333332
2020,,Delaware,depression help,,,,,,,29.25
2021,,Delaware,depression help,,,,,,,23.166666666666668
2022,,Delaware,depression help,,,,,,,35.25
2023,,Delaware,depression help,,,,,,,27.75
2013,83.83333333333333,Florida,suicidal thoughts,,,,,,,
2014,78.0,Florida,suicidal thoughts,,,,,,,
2015,65.58333333333333,Florida,suicidal thoughts,,,,,,,
2016,58.166666666666664,Florida,suicidal thoughts,,,,,,,
2017,57.75,Florida,suicidal thoughts,,,,,,,
2018,62.583333333333336,Florida,suicidal thoughts,,,,,,,
2019,54.75,Florida,suicidal thoughts,,,,,,,
2020,43.166666666666664,Florida,suicidal thoughts,,,,,,,
2021,43.916666666666664,Florida,suicidal thoughts,,,,,,,
2022,41.833333333333336,Florida,suicidal thoughts,,,,,,,
2023,39.583333333333336,Florida,suicidal thoughts,,,,,,,
2013,,Florida,suicide hotline,27.333333333333332,,,,,,
2014,,Florida,suicide hotline,29.833333333333332,,,,,,
2015,,Florida,suicide hotline,30.75,,,,,,
2016,,Florida,suicide hotline,28.5,,,,,,
2017,,Florida,suicide hotline,53.083333333333336,,,,,,
2018,,Florida,suicide hotline,53.833333333333336,,,,,,
2019,,Florida,suicide hotline,43.666666666666664,,,,,,
2020,,Florida,suicide hotline,48.333333333333336,,,,,,
2021,,Florida,suicide hotline,42.916666666666664,,,,,,
2022,,Florida,suicide hotline,56.75,,,,,,
2023,,Florida,suicide hotline,51.666666666666664,,,,,,
2013,,Florida,self harm,,79.66666666666667,,,,,
2014,,Florida,self harm,,84.91666666666667,,,,,
2015,,Florida,self harm,,73.16666666666667,,,,,
2016,,Florida,self harm,,51.666666666666664,,,,,
2017,,Florida,self harm,,48.083333333333336,,,,,
2018,,Florida,self harm,,46.333333333333336,,,,,
2019,,Florida,self harm,,40.75,,,,,
2020,,Florida,self harm,,46.583333333333336,,,,,
2021,,Florida,self harm,,55.166666666666664,,,,,
2022,,Florida,self harm,,54.5,,,,,
2023,,Florida,self harm,,56.75,,,,,
2013,,Florida,mental health crisis,,,27.833333333333332,,,,
2014,,Florida,mental health crisis,,,15.416666666666666,,,,
2015,,Florida,mental health crisis,,,20.916666666666668,,,,
2016,,Florida,mental health crisis,,,23.166666666666668,,,,
2017,,Florida,mental health crisis,,,25.916666666666668,,,,
2018,,Florida,mental health crisis,,,33.083333333333336,,,,
2019,,Florida,mental health crisis,,,38.0,,,,
2020,,Florida,mental health crisis,,,45.833333333333336,,,,
2021,,Florida,mental health crisis,,,52.083333333333336,,,,
2022,,Florida,mental health crisis,,,75.25,,,,
2023,,Florida,mental health crisis,,,83.41666666666667,,,,
2013,,Florida,suicide prevention,,,,17.416666666666668,,,
2014,,Florida,suicide prevention,,,,20.416666666666668,,,
2015,,Florida,suicide prevention,,,,25.333333333333332,,,
2016,,Florida,suicide prevention,,,,20.083333333333332,,,
2017,,Florida,suicide prevention,,,,27.25,,,
2018,,Florida,suicide prevention,,,,35.75,,,
2019,,Florida,suicide prevention,,,,36.666666666666664,,,
2020,,Florida,suicide prevention,,,,32.916666666666664,,,
2021,,Florida,suicide prevention,,,,28.916666666666668,,,
2022,,Florida,suicide prevention,,,,35.083333333333336,,,
2023,,Florida,suicide prevention,,,,31.583333333333332,,,
2013,,Florida,crisis hotline,,,,,43.833333333333336,,
2014,,Florida,crisis hotline,,,,,40.083333333333336,,
2015,,Florida,crisis hotline,,,,,54.333333333333336,,
2016,,Florida,crisis hotline,,,,,45.916666666666664,,
2017,,Florida,crisis hotline,,,,,50.416666666666664,,
2018,,Florida,crisis hotline,,,,,50.0,,
2019,,Florida,crisis hotline,,,,,56.0,,
2020,,Florida,crisis hotline,,,,,60.416666666666664,,
2021,,Florida,crisis hotline,,,,,54.083333333333336,,
2022,,Florida,crisis hotline,,,,,68.25,,
2023,,Florida,crisis hotline,,,,,58.583333333333336,,
2013,,Florida,psychiatric hospital,,,,,,70.25,
2014,,Florida,psychiatric hospital,,,,,,70.16666666666667,
2015,,Florida,psychiatric hospital,,,,,,73.33333333333333,
2016,,Florida,psychiatric hospital,,,,,,71.33333333333333,
2017,,Florida,psychiatric hospital,,,,,,71.25,
2018,,Florida,psychiatric hospital,,,,,,71.5,
2019,,Florida,psychiatric hospital,,,,,,74.83333333333333,
2020,,Florida,psychiatric hospital,,,,,,74.75,
2021,,Florida,psychiatric hospital,,,,,,77.58333333333333,
2022,,Florida,psychiatric hospital,,,,,,84.83333333333333,
2023,,Florida,psychiatric hospital,,,,,,83.83333333333333,
2013,,Florida,depression help,,,,,,,54.0
2014,,Florida,depression help,,,,,,,59.333333333333336
2015,,Florida,depression help,,,,,,,64.25
2016,,Florida,depression help,,,,,,,63.083333333333336
2017,,Florida,depression help,,,,,,,68.08333333333333
2018,,Florida,depression help,,,,,,,73.83333333333333
2019,,Florida,depression help,,,,,,,74.75
2020,,Florida,depression help,,,,,,,73.75
2021,,Florida,depression help,,,,,,,75.5
2022,,Florida,depression help,,,,,,,81.83333333333333
2023,,Florida,depression help,,,,,,,77.83333333333333
2013,75.5,Georgia,suicidal thoughts,,,,,,,
2014,74.66666666666667,Georgia,suicidal thoughts,,,,,,,
2015,70.0,Georgia,suicidal thoughts,,,,,,,
2016,62.333333333333336,Georgia,suicidal thoughts,,,,,,,
2017,65.0,Georgia,suicidal thoughts,,,,,,,
2018,66.58333333333333,Georgia,suicidal thoughts,,,,,,,
2019,56.833333333333336,Georgia,suicidal thoughts,,,,,,,
2020,47.916666666666664,Georgia,suicidal thoughts,,,,,,,
2021,50.5,Georgia,suicidal thoughts,,,,,,,
2022,47.583333333333336,Georgia,suicidal thoughts,,,,,,,
2023,43.75,Georgia,suicidal thoughts,,,,,,,
2013,,Georgia,suicide hotline,24.75,,,,,,
2014,,Georgia,suicide hotline,27.666666666666668,,,,,,
2015,,Georgia,suicide hotline,31.75,,,,,,
2016,,Georgia,suicide hotline,29.666666666666668,,,,,,
2017,,Georgia,suicide hotline,52.083333333333336,,,,,,
2018,,Georgia,suicide hotline,53.25,,,,,,
2019,,Georgia,suicide hotline,42.583333333333336,,,,,,
2020,,Georgia,suicide hotline,45.833333333333336,,,,,,
2021,,Georgia,suicide hotline,44.916666666666664,,,,,,
2022,,Georgia,suicide hotline,59.333333333333336,,,,,,
2023,,Georgia,suicide hotline,53.666666666666664,,,,,,
2013,,Georgia,self harm,,72.33333333333333,,,,,
2014,,Georgia,self harm,,78.08333333333333,,,,,
2015,,Georgia,self harm,,73.91666666666667,,,,,
2016,,Georgia,self harm,,46.166666666666664,,,,,
2017,,Georgia,self harm,,44.416666666666664,,,,,
2018,,Georgia,self harm,,44.0,,,,,
2019,,Georgia,self harm,,35.833333333333336,,,,,
2020,,Georgia,self harm,,42.5,,,,,
2021,,Georgia,self harm,,50.833333333333336,,,,,
2022,,Georgia,self harm,,51.583333333333336,,,,,
2023,,Georgia,self harm,,52.333333333333336,,,,,
2013,,Georgia,mental health crisis,,,5.166666666666667,,,,
2014,,Georgia,mental health crisis,,,3.75,,,,
2015,,Georgia,mental health crisis,,,15.0,,,,
2016,,Georgia,mental health crisis,,,14.25,,,,
2017,,Georgia,mental health crisis,,,19.583333333333332,,,,
2018,,Georgia,mental health crisis,,,31.833333333333332,,,,
2019,,Georgia,mental health crisis,,,31.583333333333332,,,,
2020,,Georgia,mental health crisis,,,39.583333333333336,,,,
2021,,Georgia,mental health crisis,,,48.916666666666664,,,,
2022,,Georgia,mental health crisis,,,65.66666666666667,,,,
2023,,Georgia,mental health crisis,,,78.83333333333333,,,,
2013,,Georgia,suicide prevention,,,,17.666666666666668,,,
2014,,Georgia,suicide prevention,,,,21.833333333333332,,,
2015,,Georgia,suicide prevention,,,,27.25,,,
2016,,Georgia,suicide prevention,,,,21.25,,,
2017,,Georgia,suicide prevention,,,,28.583333333333332,,,
2018,,Georgia,suicide prevention,,,,34.75,,,
2019,,Georgia,suicide prevention,,,,35.25,,,
2020,,Georgia,suicide prevention,,,,31.0,,,
2021,,Georgia,suicide prevention,,,,30.75,,,
2022,,Georgia,suicide prevention,,,,37.666666666666664,,,
2023,,Georgia,suicide prevention,,,,35.25,,,
2013,,Georgia,crisis hotline,,,,,41.333333333333336,,
2014,,Georgia,crisis hotline,,,,,29.5,,
2015,,Georgia,crisis hotline,,,,,48.666666666666664,,
2016,,Georgia,crisis hotline,,,,,45.25,,
2017,,Georgia,crisis hotline,,,,,48.083333333333336,,
2018,,Georgia,crisis hotline,,,,,57.333333333333336,,
2019,,Georgia,crisis hotline,,,,,61.5,,
2020,,Georgia,crisis hotline,,,,,59.083333333333336,,
2021,,Georgia,crisis hotline,,,,,71.5,,
2022,,Georgia,crisis hotline,,,,,75.91666666666667,,
2023,,Georgia,crisis hotline,,,,,71.66666666666667,,
2013,,Georgia,psychiatric hospital,,,,,,62.75,
2014,,Georgia,psychiatric hospital,,,,,,64.33333333333333,
2015,,Georgia,psychiatric hospital,,,,,,65.25,
2016,,Georgia,psychiatric hospital,,,,,,63.666666666666664,
2017,,Georgia,psychiatric hospital,,,,,,63.833333333333336,
2018,,Georgia,psychiatric hospital,,,,,,73.58333333333333,
2019,,Georgia,psychiatric hospital,,,,,,70.33333333333333,
2020,,Georgia,psychiatric hospital,,,,,,65.08333333333333,
2021,,Georgia,psychiatric hospital,,,,,,68.75,
2022,,Georgia,psychiatric hospital,,,,,,74.08333333333333,
2023,,Georgia,psychiatric hospital,,,,,,68.41666666666667,
2013,,Georgia,depression help,,,,,,,41.416666666666664
2014,,Georgia,depression help,,,,,,,45.916666666666664
2015,,Georgia,depression help,,,,,,,49.666666666666664
2016,,Georgia,depression help,,,,,,,49.833333333333336
2017,,Georgia,depression help,,,,,,,54.416666666666664
2018,,Georgia,depression help,,,,,,,64.16666666666667
2019,,Georgia,depression help,,,,,,,64.25
2020,,Georgia,depression help,,,,,,,62.666666666666664
2021,,Georgia,depression help,,,,,,,65.5
2022,,Georgia,depression help,,,,,,,71.5
2023,,Georgia,depression help,,,,,,,67.83333333333333
2013,8.333333333333334,Hawaii,suicidal thoughts,,,,,,,
2014,11.833333333333334,Hawaii,suicidal thoughts,,,,,,,
2015,0.0,Hawaii,suicidal thoughts,,,,,,,
2016,0.0,Hawaii,suicidal thoughts,,,,,,,
2017,0.0,Hawaii,suicidal thoughts,,,,,,,
2018,4.0,Hawaii,suicidal thoughts,,,,,,,
2019,0.0,Hawaii,suicidal thoughts,,,,,,,
2020,0.0,Hawaii,suicidal thoughts,,,,,,,
2021,0.0,Hawaii,suicidal thoughts,,,,,,,
2022,0.0,Hawaii,suicidal thoughts,,,,,,,
2023,0.0,Hawaii,suicidal thoughts,,,,,,,
2013,,Hawaii,suicide hotline,0.0,,,,,,
2014,,Hawaii,suicide hotline,6.25,,,,,,
2015,,Hawaii,suicide hotline,3.75,,,,,,
2016,,Hawaii,suicide hotline,11.166666666666666,,,,,,
2017,,Hawaii,suicide hotline,48.916666666666664,,,,,,
2018,,Hawaii,suicide hotline,33.333333333333336,,,,,,
2019,,Hawaii,suicide hotline,43.5,,,,,,
2020,,Hawaii,suicide hotline,41.0,,,,,,
2021,,Hawaii,suicide hotline,20.916666666666668,,,,,,
2022,,Hawaii,suicide hotline,48.583333333333336,,,,,,
2023,,Hawaii,suicide hotline,36.416666666666664,,,,,,
2013,,Hawaii,self harm,,0.0,,,,,
2014,,Hawaii,self harm,,8.75,,,,,
2015,,Hawaii,self harm,,16.916666666666668,,,,,
2016,,Hawaii,self harm,,10.666666666666666,,,,,
