Merged_RHO_DATASET
State,Year,state_population,annual_inpatient_stays,admission_rate_per_100k,suicidal thoughts_lag1,suicide hotline_lag1,self harm_lag1,mental health crisis_lag1,suicide prevention_lag1,crisis hotline_lag1,psychiatric hospital_lag1,depression help_lag1
Colorado,2015,5454328.0,2201700.0,40366.10926222260,65.66666666666670,43.16666666666670,69.66666666666670,2.833333333333330,30.58333333333330,7.333333333333330,51.5,55.75
Colorado,2016,5543844.0,2247850.0,40546.775847228000,70.75,45.91666666666670,68.16666666666670,12.083333333333300,35.666666666666700,18.25,59.333333333333300,67.08333333333330
Colorado,2017,5617421.0,2314600.0,41203.96174685860,54.833333333333300,44.41666666666670,45.583333333333300,25.666666666666700,31.666666666666700,25.83333333333330,60.25,61.16666666666670
Colorado,2018,5697155.0,2321500.0,40748.40863553830,56.41666666666670,67.83333333333330,48.5,33.333333333333300,35.5,23.5,64.91666666666670,67.75
Colorado,2019,5758486.0,2271450.0,39445.26391138230,61.0,67.75,44.41666666666670,38.5,38.66666666666670,53.333333333333300,59.41666666666670,71.08333333333330
Colorado,2020,5807719.0,2185600.0,37632.67472134930,58.16666666666670,63.083333333333300,40.66666666666670,46.41666666666670,39.66666666666670,63.583333333333300,58.91666666666670,71.16666666666670
Colorado,2021,5814368.0,2257050.0,38818.49239676610,49.91666666666670,66.75,43.5,50.75,33.75,64.08333333333330,59.083333333333300,67.83333333333330
Colorado,2022,5853355.0,2261550.0,38636.81597989530,44.66666666666670,62.0,51.083333333333300,64.5,29.08333333333330,64.16666666666670,63.083333333333300,69.66666666666670
Colorado,2023,5912240.0,2328850.0,39390.31568407240,44.0,70.08333333333330,49.583333333333300,78.66666666666670,35.416666666666700,67.83333333333330,63.91666666666670,75.66666666666670
Delaware,2014,933131.0,,,0.0,0.0,18.416666666666700,0.0,8.333333333333330,0.0,0.0,7.416666666666670
Delaware,2015,942065.0,,,0.0,0.0,12.833333333333300,0.0,6.333333333333330,0.0,0.0,0.0
Delaware,2016,949989.0,513600.0,54063.78389644510,0.0,8.333333333333330,8.333333333333330,0.0,0.0,0.0,8.333333333333330,8.333333333333330
Delaware,2017,957942.0,517650.0,54037.71835873150,0.0,5.416666666666670,3.9166666666666700,0.0,4.75,0.0,10.916666666666700,12.916666666666700
Delaware,2018,966985.0,523950.0,54183.88082545230,8.333333333333330,18.916666666666700,4.083333333333330,0.0,16.333333333333300,0.0,9.666666666666670,16.666666666666700
Delaware,2019,976668.0,530350.0,54301.973649182700,6.916666666666670,19.166666666666700,3.8333333333333300,0.0,17.0,0.0,5.5,12.25
Delaware,2020,986809.0,480650.0,48707.50064095480,0.0,3.5,3.583333333333330,0.0,8.75,0.0,14.416666666666700,29.83333333333330
Delaware,2021,1005130.0,509400.0,50680.01154079570,0.0,18.5,8.666666666666670,6.666666666666670,5.333333333333330,0.0,3.6666666666666700,29.25
Delaware,2022,1020279.0,511050.0,50089.240296036700,0.0,15.416666666666700,4.833333333333330,0.0,10.75,0.0,9.666666666666670,23.166666666666700
Delaware,2023,1035354.0,509700.0,49229.53888235330,5.25,25.666666666666700,9.0,0.0,14.916666666666700,8.333333333333330,3.4166666666666700,35.25
Florida,2014,19853880.0,13073400.0,65848.08611717210,83.83333333333330,27.33333333333330,79.66666666666670,27.83333333333330,17.416666666666700,43.833333333333300,70.25,54.0
Florida,2015,20219111.0,13441450.0,66478.93668519850,78.0,29.83333333333330,84.91666666666670,15.416666666666700,20.416666666666700,40.083333333333300,70.16666666666670,59.333333333333300
Florida,2016,20627237.0,13588450.0,65876.24896150660,65.58333333333330,30.75,73.16666666666670,20.916666666666700,25.33333333333330,54.333333333333300,73.33333333333330,64.25
Florida,2017,20977089.0,13680250.0,65215.197399410400,58.16666666666670,28.5,51.66666666666670,23.166666666666700,20.08333333333330,45.91666666666670,71.33333333333330,63.083333333333300
Florida,2018,21254926.0,13729750.0,64595.61421197140,57.75,53.083333333333300,48.083333333333300,25.916666666666700,27.25,50.41666666666670,71.25,68.08333333333330
Florida,2019,21492056.0,13963300.0,64969.58690224890,62.583333333333300,53.833333333333300,46.333333333333300,33.083333333333300,35.75,50.0,71.5,73.83333333333330
Florida,2020,21733312.0,12997350.0,59803.81637184430,54.75,43.66666666666670,40.75,38.0,36.66666666666670,56.0,74.83333333333330,74.75
Florida,2021,21836698.0,13704200.0,62757.65685819350,43.16666666666670,48.333333333333300,46.583333333333300,45.833333333333300,32.916666666666700,60.41666666666670,74.75,73.75
Florida,2022,22413989.0,13605550.0,60701.154087297900,43.91666666666670,42.91666666666670,55.16666666666670,52.083333333333300,28.916666666666700,54.083333333333300,77.58333333333330,75.5
Florida,2023,22929248.0,14137250.0,61655.96883072660,41.833333333333300,56.75,54.5,75.25,35.083333333333300,68.25,84.83333333333330,81.83333333333330
Georgia,2014,10071204.0,4699600.0,46663.73553747890,75.5,24.75,72.33333333333330,5.166666666666670,17.666666666666700,41.333333333333300,62.75,41.41666666666670
Georgia,2015,10183353.0,4789050.0,47028.22341521500,74.66666666666670,27.666666666666700,78.08333333333330,3.75,21.83333333333330,29.5,64.33333333333330,45.91666666666670
Georgia,2016,10308442.0,4855750.0,47104.59640748820,70.0,31.75,73.91666666666670,15.0,27.25,48.66666666666670,65.25,49.66666666666670
Georgia,2017,10417031.0,5035800.0,48341.98919058610,62.333333333333300,29.666666666666700,46.16666666666670,14.25,21.25,45.25,63.66666666666670,49.833333333333300
Georgia,2018,10519389.0,5151750.0,48973.85199843830,65.0,52.083333333333300,44.41666666666670,19.58333333333330,28.58333333333330,48.083333333333300,63.833333333333300,54.41666666666670
Georgia,2019,10628020.0,5202700.0,48952.6741575571,66.58333333333330,53.25,44.0,31.83333333333330,34.75,57.333333333333300,73.58333333333330,64.16666666666670
Georgia,2020,10710017.0,4891500.0,45672.19641201320,56.833333333333300,42.583333333333300,35.833333333333300,31.58333333333330,35.25,61.5,70.33333333333330,64.25
Georgia,2021,10793038.0,5008900.0,46408.62007527450,47.91666666666670,45.833333333333300,42.5,39.583333333333300,31.0,59.083333333333300,65.08333333333330,62.66666666666670
Georgia,2022,10929992.0,4973000.0,45498.66093223120,50.5,44.91666666666670,50.833333333333300,48.91666666666670,30.75,71.5,68.75,65.5
Georgia,2023,11063669.0,5174350.0,46768.84313874540,47.583333333333300,59.333333333333300,51.583333333333300,65.66666666666670,37.66666666666670,75.91666666666670,74.08333333333330,71.5
Hawaii,2014,1415335.0,570100.0,40280.216344540300,8.333333333333330,0.0,0.0,0.0,3.75,8.333333333333330,6.083333333333330,0.0
Hawaii,2015,1422999.0,601800.0,42290.96436469740,11.833333333333300,6.25,8.75,0.0,8.166666666666670,0.0,4.583333333333330,18.916666666666700
Hawaii,2016,1428885.0,581150.0,40671.57258981650,0.0,3.75,16.916666666666700,8.333333333333330,13.0,0.0,5.083333333333330,31.916666666666700
Hawaii,2017,1425763.0,524700.0,36801.34776958020,0.0,11.166666666666700,10.666666666666700,0.0,9.166666666666670,0.0,6.75,20.416666666666700
Hawaii,2018,1423102.0,583050.0,40970.359116915000,0.0,48.91666666666670,22.166666666666700,0.0,23.75,0.0,5.916666666666670,34.0
Hawaii,2019,1415615.0,577900.0,40823.24643352890,4.0,33.333333333333300,23.83333333333330,0.0,19.416666666666700,5.0,8.333333333333330,29.416666666666700
Hawaii,2020,1407006.0,500300.0,35557.77303010790,0.0,43.5,13.666666666666700,0.0,20.08333333333330,0.0,11.0,31.666666666666700
Hawaii,2021,1446909.0,516500.0,35696.78535415840,0.0,41.0,28.916666666666700,0.0,17.166666666666700,9.583333333333330,0.0,27.916666666666700
Hawaii,2022,1437812.0,542350.0,37720.5086617722,0.0,20.916666666666700,11.416666666666700,0.0,20.0,0.0,0.0,13.833333333333300
Hawaii,2023,1434950.0,565900.0,39436.91417819440,0.0,48.583333333333300,19.0,0.0,25.0,0.0,0.0,45.583333333333300
Illinois,2014,12885092.0,7197850.0,55861.8440597863,76.08333333333330,26.75,69.25,2.5,19.75,43.66666666666670,72.83333333333330,52.16666666666670
Illinois,2015,12859585.0,7084550.0,55091.59121386890,78.16666666666670,30.5,76.5,4.333333333333330,22.916666666666700,47.5,64.08333333333330,59.583333333333300
Illinois,2016,12821709.0,6799950.0,53034.66175998850,69.33333333333330,31.166666666666700,61.41666666666670,4.25,27.25,60.583333333333300,73.41666666666670,62.333333333333300
Illinois,2017,12779893.0,6840450.0,53525.0960238869,63.16666666666670,34.833333333333300,50.0,14.5,23.58333333333330,38.66666666666670,73.0,63.91666666666670
Illinois,2018,12724685.0,6976050.0,54822.96811276670,59.41666666666670,54.833333333333300,45.083333333333300,19.83333333333330,29.166666666666700,53.41666666666670,74.16666666666670,68.83333333333330
Illinois,2019,12667017.0,6646250.0,52468.943556324300,62.083333333333300,57.583333333333300,43.333333333333300,27.25,36.75,47.583333333333300,73.83333333333330,75.75
Illinois,2020,12587530.0,6103750.0,48490.450469631500,56.583333333333300,48.75,39.0,34.416666666666700,35.833333333333300,55.25,79.08333333333330,75.83333333333330
Illinois,2021,12703354.0,6095700.0,47984.96523044230,45.333333333333300,53.583333333333300,42.25,37.833333333333300,28.166666666666700,58.66666666666670,69.75,73.41666666666670
Illinois,2022,12609577.0,6088600.0,48285.52139377870,46.5,47.91666666666670,45.333333333333300,44.25,28.08333333333330,49.583333333333300,81.91666666666670,71.41666666666670
Illinois,2023,12633389.0,6338850.0,50175.37257817360,43.75,61.41666666666670,45.5,72.16666666666670,33.833333333333300,64.75,79.33333333333330,76.41666666666670
Indiana,2014,6596019.0,3602350.0,54614.00277955540,58.41666666666670,23.166666666666700,68.16666666666670,0.0,21.0,8.333333333333330,49.083333333333300,54.0
Indiana,2015,6611442.0,3582700.0,54189.38863866610,59.5,32.166666666666700,80.5,0.0,24.416666666666700,0.0,28.416666666666700,54.5
Indiana,2016,6637898.0,3442150.0,51856.02430166900,55.25,39.25,60.41666666666670,0.0,32.0,0.0,53.333333333333300,57.66666666666670
Indiana,2017,6662068.0,3597300.0,53996.74695605030,51.16666666666670,39.25,49.75,4.5,26.166666666666700,12.333333333333300,62.41666666666670,58.16666666666670
Indiana,2018,6698481.0,3633350.0,54241.40189395180,50.91666666666670,61.583333333333300,41.75,13.0,32.0,12.0,62.833333333333300,64.33333333333330
Indiana,2019,6731010.0,3681750.0,54698.32907691420,55.083333333333300,60.75,41.66666666666670,3.75,37.083333333333300,4.5,63.91666666666670,71.83333333333330
Indiana,2020,6754953.0,3354600.0,49661.337391984800,47.41666666666670,49.66666666666670,36.75,19.0,33.833333333333300,23.75,63.91666666666670,72.58333333333330
Indiana,2021,6814223.0,3289950.0,48280.63302301670,40.5,52.41666666666670,36.333333333333300,32.833333333333300,29.0,21.416666666666700,58.083333333333300,68.0
Indiana,2022,6841491.0,3269500.0,47789.29037544590,40.5,46.16666666666670,43.66666666666670,35.083333333333300,27.0,17.583333333333300,62.083333333333300,69.75
Indiana,2023,6881373.0,3493100.0,50761.672125606300,39.66666666666670,58.41666666666670,38.833333333333300,59.333333333333300,33.0,15.5,65.25,71.66666666666670
Iowa,2014,3110643.0,1500650.0,48242.437335303300,42.75,14.5,54.16666666666670,0.0,12.333333333333300,0.0,8.25,39.333333333333300
Iowa,2015,3122541.0,1531800.0,49056.20134371330,21.08333333333330,23.83333333333330,64.25,0.0,14.416666666666700,0.0,7.916666666666670,48.833333333333300
Iowa,2016,3133210.0,1500000.0,47874.22483650950,25.5,33.333333333333300,63.16666666666670,8.25,23.83333333333330,8.333333333333330,0.0,64.0
Iowa,2017,3143734.0,1639650.0,52156.13025783990,44.333333333333300,36.583333333333300,45.583333333333300,6.416666666666670,16.75,0.0,26.166666666666700,56.5
Iowa,2018,3149900.0,1592900.0,50569.859360614600,19.83333333333330,61.16666666666670,40.833333333333300,7.5,25.08333333333330,0.0,26.08333333333330,64.33333333333330
Iowa,2019,3159596.0,1580950.0,50036.46035759000,37.66666666666670,68.5,37.75,0.0,34.166666666666700,6.333333333333330,37.833333333333300,67.25
Iowa,2020,3163561.0,1450900.0,45862.8741472031,46.41666666666670,47.5,33.833333333333300,8.333333333333330,30.0,5.5,22.83333333333330,68.5
Iowa,2021,3199037.0,1430100.0,44704.0781335133,33.833333333333300,50.66666666666670,30.75,9.75,27.0,5.75,34.666666666666700,64.16666666666670
Iowa,2022,3201890.0,1386100.0,43290.05681019650,20.58333333333330,43.41666666666670,39.91666666666670,4.916666666666670,23.416666666666700,6.25,28.25,68.5
Iowa,2023,3214739.0,1398000.0,43487.20067165640,31.33333333333330,60.25,35.166666666666700,60.083333333333300,30.916666666666700,9.833333333333330,38.833333333333300,69.91666666666670
Kansas,2014,2901861.0,1437550.0,49538.89934769450,55.5,19.166666666666700,68.58333333333330,0.0,12.5,0.0,22.08333333333330,54.25
Kansas,2015,2910717.0,1516100.0,52086.82259388320,53.25,28.5,79.41666666666670,0.0,15.666666666666700,0.0,33.916666666666700,45.583333333333300
Kansas,2016,2912977.0,1530550.0,52542.467722882800,18.08333333333330,29.75,71.66666666666670,0.0,18.33333333333330,0.0,24.166666666666700,46.75
Kansas,2017,2910892.0,1575250.0,54115.71435834790,31.416666666666700,37.41666666666670,54.833333333333300,0.0,17.916666666666700,0.0,48.0,66.75
Kansas,2018,2912748.0,1565900.0,53760.22917190230,44.16666666666670,45.833333333333300,49.583333333333300,0.0,24.75,6.416666666666670,48.0,66.5
Kansas,2019,2912635.0,1599350.0,54910.75950127630,59.583333333333300,67.5,53.5,5.166666666666670,35.916666666666700,0.0,50.41666666666670,78.58333333333330
Kansas,2020,2913805.0,1449650.0,49751.09864936060,47.333333333333300,54.75,40.25,4.5,31.83333333333330,0.0,59.66666666666670,76.75
Kansas,2021,2938966.0,1501800.0,51099.60441869690,37.333333333333300,60.91666666666670,44.333333333333300,19.83333333333330,28.666666666666700,0.0,54.41666666666670,70.83333333333330
Kansas,2022,2938034.0,1441700.0,49070.22859504010,32.75,55.91666666666670,52.41666666666670,42.66666666666670,23.83333333333330,0.0,65.91666666666670,67.08333333333330
Kansas,2023,2949749.0,1490650.0,50534.80821588550,24.0,69.91666666666670,51.41666666666670,53.25,34.0,20.25,63.833333333333300,70.66666666666670
Kentucky,2014,4416992.0,2708200.0,61313.2194941716,51.75,12.083333333333300,61.91666666666670,0.0,22.416666666666700,0.0,43.91666666666670,46.583333333333300
Kentucky,2015,4429126.0,2789000.0,62969.53394416870,65.66666666666670,21.5,64.08333333333330,8.333333333333330,21.666666666666700,0.0,48.66666666666670,53.66666666666670
Kentucky,2016,4440306.0,2791850.0,62875.17121567750,40.75,32.083333333333300,65.0,0.0,28.75,7.583333333333330,35.25,67.75
Kentucky,2017,4455590.0,2808800.0,63039.9116615308,50.5,34.5,49.583333333333300,0.0,28.666666666666700,0.0,52.333333333333300,59.333333333333300
Kentucky,2018,4464273.0,2739100.0,61356.01474193000,48.583333333333300,54.583333333333300,46.66666666666670,0.0,33.0,0.0,60.833333333333300,64.66666666666670
Kentucky,2019,4472345.0,2709300.0,60578.95801866810,46.91666666666670,52.66666666666670,42.333333333333300,7.5,30.75,35.833333333333300,57.25,78.25
Kentucky,2020,4477251.0,2470150.0,55171.1306781773,51.0,40.25,36.583333333333300,0.0,32.75,12.666666666666700,50.333333333333300,74.08333333333330
Kentucky,2021,4508348.0,2518450.0,55861.92547691530,40.5,48.083333333333300,36.91666666666670,0.0,30.25,15.75,48.583333333333300,66.16666666666670
Kentucky,2022,4521238.0,2448950.0,54165.47414668280,36.41666666666670,42.5,40.833333333333300,0.0,26.83333333333330,19.666666666666700,59.41666666666670,71.66666666666670
Kentucky,2023,4549953.0,2459150.0,54047.81104332290,42.0,58.25,41.41666666666670,46.41666666666670,34.25,64.33333333333330,59.16666666666670,76.41666666666670
Louisiana,2014,4645938.0,2841100.0,61152.34426288080,64.5,16.583333333333300,66.25,0.0,13.916666666666700,0.0,63.66666666666670,51.66666666666670
Louisiana,2015,4666998.0,3073000.0,65845.32498192630,67.58333333333330,16.5,79.16666666666670,8.333333333333330,11.333333333333300,0.0,42.75,48.91666666666670
Louisiana,2016,4681346.0,3037350.0,64881.98052440470,32.0,15.0,66.16666666666670,0.0,14.083333333333300,0.0,33.333333333333300,57.5
Louisiana,2017,4673673.0,2894200.0,61925.59898820480,48.75,26.166666666666700,48.25,0.0,18.0,0.0,56.16666666666670,57.083333333333300
Louisiana,2018,4664450.0,2955600.0,63364.3837965891,49.0,53.25,40.0,0.0,25.5,0.0,58.41666666666670,64.16666666666670
Louisiana,2019,4658285.0,2979750.0,63966.67443061130,48.583333333333300,52.583333333333300,39.25,0.0,32.5,0.0,57.75,74.0
Louisiana,2020,4645318.0,2501850.0,53857.453892284700,35.25,48.75,35.916666666666700,0.0,36.16666666666670,12.916666666666700,69.25,76.41666666666670
Louisiana,2021,4628595.0,2694300.0,58209.88874593690,40.5,49.0,40.0,11.916666666666700,28.5,22.166666666666700,56.16666666666670,65.75
Louisiana,2022,4600892.0,2644450.0,57476.89795804810,33.083333333333300,42.833333333333300,43.16666666666670,0.0,22.33333333333330,6.333333333333330,59.25,73.91666666666670
Louisiana,2023,4598777.0,2960550.0,64376.89846670100,38.91666666666670,55.66666666666670,40.333333333333300,36.0,35.583333333333300,22.916666666666700,60.25,80.08333333333330
Maine,2014,1331217.0,649100.0,48759.89414197690,0.0,0.0,51.41666666666670,0.0,12.25,0.0,33.0,12.666666666666700
Maine,2015,1329098.0,648700.0,48807.5371417307,0.0,0.0,55.833333333333300,0.0,21.25,8.333333333333330,4.416666666666670,12.333333333333300
Maine,2016,1332348.0,645400.0,48440.797749536900,0.0,7.25,41.583333333333300,0.0,11.666666666666700,5.083333333333330,0.0,31.08333333333330
Maine,2017,1335743.0,649600.0,48632.10961988950,0.0,4.75,21.83333333333330,0.0,17.666666666666700,0.0,8.25,23.75
Maine,2018,1340123.0,632950.0,47230.73926796270,21.58333333333330,70.58333333333330,15.583333333333300,0.0,31.5,35.166666666666700,13.833333333333300,42.083333333333300
Maine,2019,1345770.0,635900.0,47251.75921591360,7.25,51.083333333333300,22.416666666666700,0.0,28.416666666666700,39.75,14.333333333333300,49.5
Maine,2020,1350141.0,554450.0,41066.081246329100,6.083333333333330,28.58333333333330,20.166666666666700,15.5,32.166666666666700,50.0,17.75,44.333333333333300
Maine,2021,1379009.0,556500.0,40355.06657316960,4.416666666666670,52.583333333333300,20.83333333333330,5.0,17.083333333333300,48.75,12.333333333333300,45.75
Maine,2022,1391585.0,540400.0,38833.41657175090,0.0,18.25,29.33333333333330,0.0,5.916666666666670,54.16666666666670,14.5,16.333333333333300
Maine,2023,1401992.0,559950.0,39939.6002259642,10.0,44.41666666666670,21.33333333333330,27.916666666666700,26.83333333333330,44.75,21.666666666666700,49.083333333333300
Maryland,2014,5960064.0,3154350.0,52924.76725082150,69.25,24.83333333333330,82.5,3.75,23.5,24.666666666666700,70.83333333333330,43.66666666666670
Maryland,2015,5988528.0,3078950.0,51414.13716359010,70.16666666666670,27.5,86.66666666666670,0.0,33.166666666666700,32.166666666666700,66.58333333333330,46.75
Maryland,2016,6007014.0,3064750.0,51019.524842126200,60.083333333333300,30.83333333333330,80.58333333333330,5.583333333333330,31.166666666666700,29.0,67.58333333333330,48.16666666666670
Maryland,2017,6028186.0,2936050.0,48705.36509656470,50.833333333333300,34.666666666666700,57.66666666666670,14.916666666666700,24.416666666666700,42.25,62.333333333333300,51.0
Maryland,2018,6042153.0,2866550.0,47442.52586784880,51.5,52.25,53.25,15.666666666666700,31.0,53.25,62.083333333333300,53.0
Maryland,2019,6054954.0,2763950.0,45647.74563109810,59.75,59.25,55.91666666666670,19.416666666666700,35.916666666666700,52.41666666666670,71.58333333333330,58.91666666666670
Maryland,2020,6055802.0,2411150.0,39815.535580588700,48.833333333333300,49.083333333333300,53.083333333333300,32.333333333333300,39.333333333333300,59.083333333333300,61.75,61.16666666666670
Maryland,2021,6176035.0,2532650.0,41007.70154314220,43.16666666666670,54.833333333333300,55.41666666666670,44.66666666666670,34.166666666666700,63.083333333333300,57.833333333333300,66.5
Maryland,2022,6183257.0,2452650.0,39665.98832945160,42.75,48.91666666666670,67.25,49.583333333333300,32.083333333333300,58.083333333333300,69.5,61.333333333333300
Maryland,2023,6204927.0,2509950.0,40450.91908414070,45.66666666666670,58.66666666666670,72.5,72.66666666666670,36.333333333333300,69.33333333333330,67.66666666666670,70.0
Massachusetts,2014,6764864.0,3843450.0,56814.88940501980,79.08333333333330,29.25,73.91666666666670,7.833333333333330,24.666666666666700,13.416666666666700,75.33333333333330,47.583333333333300
Massachusetts,2015,6797484.0,3737200.0,54979.165820765500,71.33333333333330,32.833333333333300,77.16666666666670,17.916666666666700,27.416666666666700,18.25,72.08333333333330,53.66666666666670
Massachusetts,2016,6827280.0,3831500.0,56120.44620991080,61.41666666666670,35.166666666666700,63.25,12.0,33.25,23.75,72.0,58.25
Massachusetts,2017,6863560.0,3851800.0,56119.5647739657,55.41666666666670,34.916666666666700,54.0,23.416666666666700,24.75,31.5,67.91666666666670,59.16666666666670
Massachusetts,2018,6885720.0,3864350.0,56121.218986540300,57.333333333333300,62.333333333333300,50.75,28.75,33.333333333333300,32.0,74.58333333333330,64.08333333333330
